שם המוצר,"1 ק""ג",B1 ויטמין,B6 ויטמין,סיבים תזונתיים,חומצה פולית,אנרגיה,חלבונים,פחמימות,שומנים,נתרן,B3 ויטמין,אשלגן,C ויטמין,ברזל,1 יחידה,100 גרם,B2 ויטמין,K ויטמין,E ויטמין,מגנזיום,סוכרים מתוך פחמימות,A ויטמין,סיבים תזונתים,אבץ,מתוכם סוכר מוסף,"100 מ""ל",מתוכם שומן רווי,חומצות שומן טרנס,כפיות סוכר,סידן,כולסטרול,שומן חד בלתי רווי,שומן רב בלתי רווי,סוכרים,נתרן מופחת,רב כהלים,לקטוז,D ויטמין,"1 ס""מ",חלבונים (אלבומין|קזאין‎ 40|60),מתוך הפחמימות לקטוז,ויטמין D קלציפרול,3 חומצות שומן אומגה,DHA + EPA,קפאין,B12 ויטמין,ניאצין,B5 ויטמין,שומן ללא טרנס,חומצה פנתוטנית,שומן טרנס,שומן רווי,חומצות שומן רווי,ניקוטינאמיד,סיבים בלתי מסיבים,מתוכם שומן בלתי רווי,6 חומצות שומן אומגה,מתוך סוכרים חומצות אורגניות,רטיבות,אפר,סוכרוז,ביוטין,יוד,זרחן,מלח,ליקופן,מנגן,סיבים מסיסים,חומצות שומן אולאית,ויטמין E שווי אלפא טוקופרול,חומצת חומץ,ויטמין A שווי רטינול,חומצה אסקורבית,עמילן,ARA חומצת שומן,DHA חומצת שומן,נוקלאוטידים,חומצת שומן לינולאית,חומצת שומן לינולנית,סלניום,נחושת,טאורין,כולין,אינוסיטול,לוטאין,חומצה אלפא לינולנית,גלקטואוליגוסכרידים,כלור,קרניטין,כלוריד,חומצת שומן AA,ויטמין B3 ניקוטינאמיד שווי חומ,K אשלגן,לחות,כרום,מוליבדן,1 מטר,100 מטר,בלתי רווי,חומצה לאורית,חומצה לינולאית,DHA,EPA,כלורופיל,,
רביעיית לחמניות בורגר,0,0,0,1.5,0,280,2.1,50.5,7.5,600,0,0,0,0,0,5.11,0,0,0,0,0,0,0,0,0,0,1.1,פחות מ 0.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"שליש באגט ללת""ס",0,0,0,1,0,306,2.4,47.7,11.7,544,0,0,0,0,0,4.98,0,0,0,0,0,0,0,0,0,0,1.5,פחות מ 0.5,0,0,פחות מ 2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
לחם כפרי ללא גלוטן,0,0,0,5.7,0,235,3.6,39,8.4,381,0,0,0,0,0,3.18,0,0,0,0,0.7,0,0,0,0,0,1.6,פחות מ 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"לחם פרוס קפוא לל-""ג",0,0,0,5.4,0,224,3.3,37.2,8.1,370,0,0,0,0,0,3.18,0,0,0,0,0.7,0,0,0,0,0,1.5,פחות מ 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
לחם גרעינים ללא גלוטן,0,0,0,6.5,0,269,4,44.6,9.7,444,0,0,0,0,0,3.58,0,0,0,0,0.8,0,0,0,0,0,1.8,פחות מ 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
ג'בטות ללא גלוטן,0,0,0,6.8,0,289,4.2,47.8,10.6,474,0,0,0,0,0,4.69,0,0,0,0,0.8,0,0,0,0,0,2,פחות מ 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
לחם לבן ללא גלוטן,0,0,0,1,0,290,1.6,52.4,8.2,537,0,0,0,0,0,3.58,0,0,0,0,0,0,0,0,0,0,1.2,פחות מ 0.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
לחם פשתן ללא גלוטן,0,0,0,2.9,0,312,3.1,49.6,11.3,483,0,0,0,0,0,3.98,0,0,0,0,0,0,0,0,0,0,1.4,פחות מ 0.5,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
לחמניות קיטו קמח שקדים,0,0,0,9.8,0,240,11.3,3.9,0,400,0,0,0,1.2,0,7.23,0,0,0,0,1.8,0,0,0,0,0,1.4,פחות מ 0.5,0,99.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
לחם איטלקי ללא גלוטן,0,0,0,1.5,0,280,2.1,50.5,7.5,600,0,0,0,0,0,3.98,0,0,0,0,0,0,0,0,0,0,1.1,פחות מ 0.5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
שניצל תירס טבעול ל.גלוטן,0,0,0,3.1,0,203,3.4,27.5,8.1,400,0,0,0,3.2,0,3.6,0,0,0,0,2.9,0,0,0,0,0,0.9,פחות מ 0.5,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
שניצל אמיתי ביתי ל.גלוטן,0,0,0,0,0,235,14,21,10.5,400,0,0,0,0,0,5.7,0,0,0,0,0,0,0,0,0,0,2,פחות מ 0.5,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
בסיס פיצה אישי ללא גלוטן,0,0,0,6.5,0,269,4,44.6,9.7,444,0,0,0,0,0,4.42,0,0,0,0,0.8,0,0,0,0,0,1.8,פחות מ 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
עוגת גבינה ללא גלוטן,0,0,0,0,0,297,4.8,26.3,21.5,132,0,0,0,0,0,12.87,0,0,0,0,0,0,0,0,0,0,12.1,0,0,0,76,0,0,0,0,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
בורקס גבינה ללא גלוטן,0,0,0,1.9,0,320,2.9,21,24.5,385,0,0,0,0,0,5.38,0,0,0,0,1.7,0,0,0,0,0,12.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
מאפה באגט ללא גלוטן גרין,0,0,0,6.5,0,295,4,44.6,9.7,444,0,0,0,0,0,5.25,0,0,0,0,0.8,0,0,0,0,0,1.8,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
לחמ.המבורגר ללא גלוטן,0,0,0,4.9,0,222,3,33.5,7.3,333,0,0,0,0,0,5.25,0,0,0,0,0.6,0,0,0,0,0,1.4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
בייגל ללא גלוטן,0,0,0,1.8,0,316,3.7,46.6,12.8,540,0,0,0,0,0,4.98,0,0,0,0,0,0,0,0,0,0,1.9,פחות מ 0.5,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
פיתה מתנפחת ללא גלוטן,0,0,0,1.7,0,229,0.5,56,0,486,0,0,0,0,0,6.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"לחמניה ללא גלוטן כשל""פ",0,0,0,1.7,0,204,2.2,33.4,6.4,427,0,0,0,0,0,3.73,0,0,0,0,1.3,0,0,0,0,0,2.5,פחות מ 0.5,0.25,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"מאפה זיווה כשל""פ",0,0,0,0,0,300,5.3,20.6,22,534,0,0,0,0,0,3.98,0,0,0,0,1,0,0,0,0,0,9.1,פחות מ 0.5,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"מלוואח כשל""פ",0,0,0,0,0,397,1.4,28,28,475,0,0,0,0,0,3.32,0,0,0,0,1,0,0,0,0,0,13,פחות מ 0.5,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"בורקס גבינה כשל""פ",0,0,0,0,0,303,3.3,23,22,525,0,0,0,0,0,3.32,0,0,0,0,1,0,0,0,0,0,9.3,פחות מ 0.5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"ריבועי בצק עלים כשל""פ",0,0,0,0,0,365,1.4,29,27,480,0,0,0,0,0,3.76,0,0,0,0,1,0,0,0,0,0,12.5,פחות מ 0.5,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
כדורי פלאפל קציצות,0,0,0,6.1,0,247,7.8,23,12.4,430,0,0,0,0,0,5.73,0,0,0,0,1.1,0,0,0,0,0,1.2,פחות מ 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
כדורי תירס טבעוני,0,0,0,5.7,0,284,6.8,23.2,17,350,0,0,0,0,0,5.73,0,0,0,0,1.2,0,0,0,0,0,1.7,פחות מ 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
כדורי פלאפל פיקנטי,0,0,0,6.2,0,246,7.5,24,12,472,0,0,0,0,0,5.73,0,0,0,0,1,0,0,0,0,0,1.2,פחות מ 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
כדורי שעועית קציצות,0,0,0,9.6,0,235,8.7,26,8.6,225,0,0,0,0,0,5.73,0,0,0,0,0.9,0,0,0,0,0,1.2,פחות מ 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
כדורי עדשים קציצות,0,0,0,8.4,0,251,10.5,32.7,6.8,250,0,0,0,0,0,5.73,0,0,0,0,7.9,0,0,0,0,0,0.8,פחות מ 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
כדורי אפונה ירוק טבעוני,0,0,0,5.1,0,246,8,24.5,15.1,314,0,0,0,0,0,5.73,0,0,0,0,1.6,0,0,0,0,0,1.4,פחות מ 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
פסטה טליאטלה ללא גלוטן,0,0,0,1.3,0,166,5.5,34,0.6,0.7,0,0,0,0,0,5.16,0,0,0,0,0.8,0,0,0,0,0,0.1,פחות מ 0.5,0,0,פחות מ 2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
עלי לזניה ללא גלוטן,0,0,0,1.3,0,166,5.5,34,0.6,0.7,0,0,0,0,0,5.16,0,0,0,0,0.8,0,0,0,0,0,0.1,פחות מ 0.5,0,0,פחות מ 2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
טורטליני ריקוטה ותרד,0,0,0,1.3,0,166,5.5,34,0.6,0.7,0,0,0,0,0,5.16,0,0,0,0,0.8,0,0,0,0,0,0.1,פחות מ 0.5,0,0,פחות מ 2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
פולי סויה אדממה אורגני,0,0,0,5,0,129,13,6.5,4.5,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
שעועית ירוקה קפוא אורגני,0,0,0,3.4,0,31,1.9,6.5,0.5,0,0,0,0,0,0,2.86,0,0,0,0,2.3,0,0,0,0,0,0.1,פחות מ 0.5,0,0,פחות מ 2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
אפונה עדינה קפוא אורגני,0,0,0,5.1,0,73,6.9,10.5,1.5,1,0,0,0,0,0,3.82,0,0,0,0,2.2,0,0,0,0,0,0,פחות מ 0.5,0,0,פחות מ 2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
מחית פרי אסאי אורגני,0,0,0,3.4,0,56,1,1.6,5.1,4.5,0,0,0,0,0,9.9,0,0,0,0,0.1,0,0,0,0,0,1.3,פחות מ 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
גרגירי תירס קפוא אורגני,0,0,0,2.4,0,87,3.4,15.5,1.8,1,0,0,0,0,0,2.74,0,0,0,0,1.9,0,0,0,0,0,0,פחות מ 0.5,0,0,פחות מ 2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
לקט ירקות קפוא אורגני,0,0,0,3.5,0,53,3.2,9.2,0,7,0,0,0,0,0,2.86,0,0,0,0,0,0,0,0,0,0,1,פחות מ 0.5,0,0,פחות מ 2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
צמח מנקאי מוקפא,0,0,0,1,40.5,12,1.4,0.3,0.3,2,0,0,0,2.2,0,23.41,0,0.2,0,0,0,0,0,0.7,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
ספירולינה טריה,0,0,0,0.48,4,18,3,0.54,0.3,58,0,0,0,3.34,0,35.64,0,0,0,7.3,0,0,0,0,0,0,0.1,פחות מ 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
מנגו תפוח ובננה קפוא,0,0,0,1.8,0,68,0.6,14.9,0,0,0,0,0,0,0,8.76,0,0,0,0,13.4,0,0,0,0,0,0,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
דובדבן חמוץ אורגני מוקפא,0,0,0,1.6,0,46,0.9,9.5,0,0,0,0,0,0,0,6.63,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
מנגו ואננס אורגניים קפוא,0,0,0,1.6,0,56,0.5,14.8,0,1.5,0,0,0,0,0,6.63,0,0,0,0,12.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
חתיכות אננס אורגני מוקפא,0,0,0,1.4,0,48,0.54,12.6,0,0,0,0,0,0,0,6.63,0,0,0,0,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
קוביות מנגו אורגני מוקפא,0,0,0,1.8,0,65,0.57,17,0,0,0,0,0,0,0,6.63,0,0,0,0,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
עשבי חיטה אורגני קפוא,0,0.04,0.1,0,0.013,10.5,1.2,1.65,0,5.15,0.055,73.5,16.4,0.305,0,13.61,0.065,0,4.25,12,0.85,213.5,0,0.165,0,0,0,0,0,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
פיצה מרגריטה פרמזן,0,0,0,1.5,0,253,10.3,35,7.6,396,0,0,0,0,0,6.82,0,0,0,0,1.8,0,0,0,0,0,3.5,פחות מ 0.5,0,175.5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
פיצה מרגריטה מבצק כוסמין,0,0,0,5.5,0,227,10.9,27.9,6.8,386,0,0,0,0,0,6.82,0,0,0,0,1,0,0,0,0,0,3.3,פחות מ 0.5,0,163.8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
לחם פשתן,0,0,0,16,0,273,29,3.1,16,350,0,0,0,0,0,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
פיצה טבעונית גבינשיו,0,0,0,0.8,0,120,2.9,17.8,4.2,171,0,0,0,0,0,6.55,0,0,0,0,0.9,0,0,0,0,0,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
כנאפה טבעוני,0,0,0,0,0,383,1.4,39.3,23.9,16,0,0,0,0,0,9.21,0,0,0,0,1.7,0,0,0,0,0,11.8,פחות מ 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
פיצה מרגריטה טבעונית,0,0,0,5.7,0,247,6.8,34.8,7.6,404,0,0,0,1.8,0,7.48,0,0,0,0,1.5,0,0,0,0,0,2.1,פחות מ 0.5,0,170.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
